Package                                                                        Current                               Wanted         Latest  Location                                                                                      Depended by
domutils                                                                         2.8.0                                2.8.0          3.1.0  node_modules/domutils                                                                         css-select
domutils                                                                         2.8.0                                2.8.0          3.1.0  node_modules/domutils                                                                         htmlparser2
dot-case                                                                         3.0.4                                3.0.4          4.0.0  node_modules/dot-case                                                                         param-case
dotenv                                                                           8.6.0                                8.6.0         16.4.5  node_modules/dotenv                                                                           dotenv-defaults
dotenv-defaults                                                                  2.0.2                                2.0.2          5.0.2  node_modules/dotenv-defaults                                                                  dotenv-webpack
earcut                                                                           2.2.4                                2.2.4          3.0.0  node_modules/earcut                                                                           ol
earcut                                                                           2.2.4                                2.2.4          3.0.0  node_modules/earcut                                                                           @turf/tesselate
eastasianwidth                                                                   0.2.0                                0.2.0          0.3.0  node_modules/eastasianwidth                                                                   string-width
eastasianwidth                                                                   0.2.0                                0.2.0          0.3.0  node_modules/npm/node_modules/eastasianwidth                                                  string-width
eastasianwidth                                                                   0.2.0                                0.2.0          0.3.0  node_modules/npm/node_modules/eastasianwidth                                                  string-width
emittery                                                                        0.13.1                               0.13.1          1.0.3  node_modules/emittery                                                                         jest-runner
emittery                                                                        0.13.1                               0.13.1          1.0.3  node_modules/emittery                                                                         jest-watcher
emoji-regex                                                                      9.2.2                                9.2.2         10.4.0  node_modules/emoji-regex                                                                      eslint-plugin-jsx-a11y
emoji-regex                                                                      8.0.0                                8.0.0         10.4.0  node_modules/string-width/node_modules/emoji-regex                                            string-width
emoji-regex                                                                      8.0.0                                8.0.0         10.4.0  node_modules/string-width-cjs/node_modules/emoji-regex                                        string-width-cjs
emoji-regex                                                                      9.2.2                                9.2.2         10.4.0  node_modules/emoji-regex                                                                      string-width
emoji-regex                                                                      8.0.0                                8.0.0         10.4.0  node_modules/npm/node_modules/emoji-regex                                                     string-width-cjs
emoji-regex                                                                      8.0.0                                8.0.0         10.4.0  node_modules/npm/node_modules/emoji-regex                                                     string-width
emoji-regex                                                                      9.2.2                                9.2.2         10.4.0  node_modules/npm/node_modules/wrap-ansi/node_modules/emoji-regex                              string-width
emoji-regex                                                                      9.2.2                                9.2.2         10.4.0  node_modules/npm/node_modules/@isaacs/cliui/node_modules/emoji-regex                          string-width
emojis-list                                                                      2.1.0                                2.1.0          3.0.0  node_modules/less-vars-loader/node_modules/emojis-list                                        loader-utils
encodeurl                                                                        1.0.2                                1.0.2          2.0.0  node_modules/send/node_modules/encodeurl                                                      send
entities                                                                         2.2.0                                2.2.0          5.0.0  node_modules/dom-serializer/node_modules/entities                                             dom-serializer
entities                                                                         2.2.0                                2.2.0          5.0.0  node_modules/htmlparser2/node_modules/entities                                                htmlparser2
entities                                                                         4.5.0                                4.5.0          5.0.0  node_modules/entities                                                                         parse5
env-paths                                                                        2.2.1                                2.2.1          3.0.0  node_modules/env-paths                                                                        node-gyp
env-paths                                                                        2.2.1                                2.2.1          3.0.0  node_modules/env-paths                                                                        node-gyp
env-paths                                                                        2.2.1                                2.2.1          3.0.0  node_modules/npm/node_modules/env-paths                                                       node-gyp
err                                                                              1.1.1                                1.1.1         2.1.12  node_modules/err                                                                              git-package-json
err-code                                                                         2.0.3                                2.0.3          3.0.1  node_modules/err-code                                                                         promise-retry
err-code                                                                         2.0.3                                2.0.3          3.0.1  node_modules/npm/node_modules/err-code                                                        promise-retry
errno                                                                            0.1.8                                0.1.8          1.0.0  node_modules/errno                                                                            less
escape-string-regexp                                                             1.0.5                                1.0.5          5.0.0  node_modules/chalk/node_modules/escape-string-regexp                                          chalk
escape-string-regexp                                                             4.0.0                                4.0.0          5.0.0  node_modules/escape-string-regexp                                                             eslint
escape-string-regexp                                                             1.0.5                                1.0.5          5.0.0  node_modules/figures/node_modules/escape-string-regexp                                        figures
escape-string-regexp                                                             2.0.0                                2.0.0          5.0.0  node_modules/stack-utils/node_modules/escape-string-regexp                                    stack-utils
escape-string-regexp                                                             4.0.0                                4.0.0          5.0.0  node_modules/escape-string-regexp                                                             yeoman-environment
escape-string-regexp                                                             4.0.0                                4.0.0          5.0.0  node_modules/escape-string-regexp                                                             @emotion/babel-plugin
eslint                                                                          8.57.0                               8.57.0         9.10.0  node_modules/eslint                                                                           web
eslint                                                                          8.57.0                               9.10.0         9.10.0  node_modules/eslint                                                                           babel-eslint
eslint                                                                          8.57.0                               8.57.0         9.10.0  node_modules/eslint                                                                           eslint-plugin-import
eslint                                                                          8.57.0                               9.10.0         9.10.0  node_modules/eslint                                                                           eslint-plugin-react
eslint                                                                          8.57.0                               9.10.0         9.10.0  node_modules/eslint                                                                           eslint-plugin-jsx-a11y
eslint                                                                          8.57.0                               9.10.0         9.10.0  node_modules/eslint                                                                           @eslint-community/eslint-utils
eslint-scope                                                                     7.2.2                                7.2.2          8.0.2  node_modules/eslint-scope                                                                     eslint
eslint-scope                                                                     5.1.1                                5.1.1          8.0.2  node_modules/webpack/node_modules/eslint-scope                                                webpack
eslint-visitor-keys                                                              1.3.0                                1.3.0          4.0.0  node_modules/eslint-visitor-keys                                                              babel-eslint
eslint-visitor-keys                                                              3.4.3                                3.4.3          4.0.0  node_modules/eslint/node_modules/eslint-visitor-keys                                          eslint
eslint-visitor-keys                                                              3.4.3                                3.4.3          4.0.0  node_modules/espree/node_modules/eslint-visitor-keys                                          espree
eslint-visitor-keys                                                              3.4.3                                3.4.3          4.0.0  node_modules/@eslint-community/eslint-utils/node_modules/eslint-visitor-keys                  @eslint-community/eslint-utils
espree                                                                           9.6.1                                9.6.1         10.1.0  node_modules/espree                                                                           eslint
espree                                                                           9.6.1                                9.6.1         10.1.0  node_modules/espree                                                                           @eslint/eslintrc
estraverse                                                                       4.3.0                                4.3.0          5.3.0  node_modules/webpack/node_modules/estraverse                                                  eslint-scope
event-target-shim                                                                5.0.1                                5.0.1          6.0.2  node_modules/event-target-shim                                                                abort-controller
eventemitter3                                                                    4.0.7                                4.0.7          5.0.1  node_modules/eventemitter3                                                                    http-proxy
eventemitter3                                                                    4.0.7                                4.0.7          5.0.1  node_modules/eventemitter3                                                                    p-queue
execa                                                                            5.1.1                                5.1.1          9.3.1  node_modules/execa                                                                            default-gateway
execa                                                                            5.1.1                                5.1.1          9.3.1  node_modules/execa                                                                            jest-changed-files
execa                                                                            5.1.1                                5.1.1          9.3.1  node_modules/execa                                                                            yeoman-environment
execa                                                                            5.1.1                                5.1.1          9.3.1  node_modules/execa                                                                            yeoman-generator
fast-levenshtein                                                                 2.0.6                                2.0.6          3.0.0  node_modules/fast-levenshtein                                                                 optionator
figures                                                                          3.2.0                                3.2.0          6.1.0  node_modules/figures                                                                          inquirer
file-entry-cache                                                                 6.0.1                                6.0.1          9.1.0  node_modules/file-entry-cache                                                                 eslint
file-loader                                                                    MISSING                                6.2.0          6.2.0  -                                                                                             url-loader
find-cache-dir                                                                   4.0.0                                4.0.0          5.0.0  node_modules/find-cache-dir                                                                   babel-loader
find-cache-dir                                                                   3.3.2                                3.3.2          5.0.0  node_modules/terser-webpack-plugin/node_modules/find-cache-dir                                terser-webpack-plugin
find-up                                                                          5.0.0                                5.0.0          7.0.0  node_modules/eslint/node_modules/find-up                                                      eslint
find-up                                                                          6.3.0                                6.3.0          7.0.0  node_modules/pkg-dir/node_modules/find-up                                                     pkg-dir
find-up                                                                          5.0.0                                5.0.0          7.0.0  node_modules/preferred-pm/node_modules/find-up                                                preferred-pm
find-up                                                                          4.1.0                                4.1.0          7.0.0  node_modules/find-up                                                                          read-pkg-up
find-up                                                                          5.0.0                                5.0.0          7.0.0  node_modules/yeoman-environment/node_modules/find-up                                          yeoman-environment
find-up                                                                          4.1.0                                4.1.0          7.0.0  node_modules/find-up                                                                          @istanbuljs/load-nyc-config
find-up                                                                          4.1.0                                4.1.0          7.0.0  node_modules/find-up                                                                          pkg-dir
find-up                                                                          4.1.0                                4.1.0          7.0.0  node_modules/find-up                                                                          pkg-dir
find-up                                                                          4.1.0                                4.1.0          7.0.0  node_modules/find-up                                                                          pkg-dir
find-yarn-workspace-root2                                                       1.2.16                               1.2.16         1.2.50  node_modules/find-yarn-workspace-root2                                                        preferred-pm
first-chunk-stream                                                               2.0.0                                2.0.0          6.0.0  node_modules/first-chunk-stream                                                               strip-bom-stream
flat                                                                             5.0.2                                5.0.2          6.0.1  node_modules/flat                                                                             webpack-merge
flat-cache                                                                       3.2.0                                3.2.0          5.0.0  node_modules/flat-cache                                                                       file-entry-cache
foreground-child                                                                 3.1.1                                3.3.0          3.3.0  node_modules/npm/node_modules/foreground-child                                                glob
fs-minipass                                                                      2.1.0                                2.1.0          3.0.3  node_modules/fs-minipass                                                                      cacache
fs-minipass                                                                      2.1.0                                2.1.0          3.0.3  node_modules/fs-minipass                                                                      pacote
fs-minipass                                                                      2.1.0                                2.1.0          3.0.3  node_modules/fs-minipass                                                                      tar
fs-minipass                                                                      2.1.0                                2.1.0          3.0.3  node_modules/fs-minipass                                                                      cacache
fs-minipass                                                                      2.1.0                                2.1.0          3.0.3  node_modules/npm/node_modules/tar/node_modules/fs-minipass                                    tar
fs-minipass                                                                      2.1.0                                2.1.0          3.0.3  node_modules/yeoman-generator/node_modules/make-fetch-happen/node_modules/fs-minipass         cacache
fs-minipass                                                                      2.1.0                                2.1.0          3.0.3  node_modules/npm/node_modules/node-gyp/node_modules/fs-minipass                               cacache
fsevents                                                                       MISSING                                2.3.3          2.3.3  -                                                                                             chokidar
fsevents                                                                       MISSING                                2.3.3          2.3.3  -                                                                                             jest-haste-map
gauge                                                                            3.0.2                                3.0.2          5.0.2  node_modules/gauge                                                                            npmlog
gauge                                                                            4.0.4                                4.0.4          5.0.2  node_modules/node-gyp/node_modules/gauge                                                      npmlog
gauge                                                                            4.0.4                                4.0.4          5.0.2  node_modules/yeoman-generator/node_modules/gauge                                              npmlog
gauge                                                                            5.0.1                                5.0.2          5.0.2  node_modules/npm/node_modules/gauge                                                           npmlog
gauge                                                                            4.0.4                                4.0.4          5.0.2  node_modules/npm/node_modules/node-gyp/node_modules/gauge                                     npmlog
geojson-equality                                                                 0.1.6                                0.1.6          0.2.1  node_modules/geojson-equality                                                                 @turf/boolean-equal
geojson-equality                                                                 0.1.6                                0.1.6          0.2.1  node_modules/geojson-equality                                                                 @turf/boolean-overlap
get-stream                                                                       6.0.1                                6.0.1          9.0.1  node_modules/get-stream                                                                       execa
git-up                                                                           1.2.1                                1.2.1          7.0.0  node_modules/git-up                                                                           git-url-parse
git-url-parse                                                                    5.0.1                                5.0.1         15.0.0  node_modules/git-url-parse                                                                    git-source
github-username                                                                  6.0.0                                6.0.0          8.0.0  node_modules/github-username                                                                  yeoman-generator
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             cacache
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             jest-config
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             jest-runtime
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             node-gyp
glob                                                                           10.3.10                               10.4.5         11.0.0  node_modules/npm/node_modules/glob                                                            npm
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             npm-packlist
glob                                                                            10.4.5                               10.4.5         11.0.0  node_modules/read-package-json/node_modules/glob                                              read-package-json
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             shelljs
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             test-exclude
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             @jest/reporters
glob                                                                             8.1.0                                8.1.0         11.0.0  node_modules/@npmcli/map-workspaces/node_modules/glob                                         @npmcli/map-workspaces
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             globby
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                             8.1.0                                8.1.0         11.0.0  node_modules/npm-registry-fetch/node_modules/glob                                             cacache
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/npm-registry-fetch/node_modules/rimraf/node_modules/glob                         rimraf
glob                                                                            10.4.5                               10.4.5         11.0.0  node_modules/sigstore/node_modules/glob                                                       cacache
glob                                                                            10.4.5                               10.4.5         11.0.0  node_modules/tuf-js/node_modules/glob                                                         cacache
glob                                                                            10.4.5                               10.4.5         11.0.0  node_modules/yeoman-generator/node_modules/cacache/node_modules/glob                          cacache
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             node-gyp
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/glob                                                                             rimraf
glob                                                                            10.4.5                               10.4.5         11.0.0  node_modules/@sigstore/sign/node_modules/glob                                                 cacache
glob                                                                           10.3.10                               10.4.5         11.0.0  node_modules/npm/node_modules/glob                                                            cacache
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/npm/node_modules/node-gyp/node_modules/glob                                      node-gyp
glob                                                                           10.3.10                               10.4.5         11.0.0  node_modules/npm/node_modules/glob                                                            read-package-json
glob                                                                             7.2.3                                7.2.3         11.0.0  node_modules/npm/node_modules/rimraf/node_modules/glob                                        rimraf
glob                                                                           10.3.10                               10.4.5         11.0.0  node_modules/npm/node_modules/glob                                                            @npmcli/map-workspaces
glob                                                                           10.3.10                               10.4.5         11.0.0  node_modules/npm/node_modules/glob                                                            @npmcli/package-json
glob                                                                             8.1.0                                8.1.0         11.0.0  node_modules/yeoman-generator/node_modules/make-fetch-happen/node_modules/glob                cacache
glob                                                                             8.1.0                                8.1.0         11.0.0  node_modules/npm/node_modules/node-gyp/node_modules/cacache/node_modules/glob                 cacache
glob-parent                                                                      5.1.2                                5.1.2          6.0.2  node_modules/chokidar/node_modules/glob-parent                                                chokidar
glob-parent                                                                      5.1.2                                5.1.2          6.0.2  node_modules/fast-glob/node_modules/glob-parent                                               fast-glob
globals                                                                        13.24.0                              13.24.0         15.9.0  node_modules/eslint/node_modules/globals                                                      eslint
globals                                                                        11.12.0                              11.12.0         15.9.0  node_modules/globals                                                                          @babel/plugin-transform-classes
globals                                                                        11.12.0                              11.12.0         15.9.0  node_modules/globals                                                                          @babel/traverse
globals                                                                        13.24.0                              13.24.0         15.9.0  node_modules/@eslint/eslintrc/node_modules/globals                                            @eslint/eslintrc
globby                                                                          13.2.2                               13.2.2         14.0.2  node_modules/globby                                                                           copy-webpack-plugin
globby                                                                           6.1.0                                6.1.0         14.0.2  node_modules/del/node_modules/globby                                                          del
globby                                                                          11.1.0                               11.1.0         14.0.2  node_modules/mem-fs-editor/node_modules/globby                                                mem-fs-editor
globby                                                                          11.1.0                               11.1.0         14.0.2  node_modules/yeoman-environment/node_modules/globby                                           yeoman-environment
got                                                                              5.6.0                                5.6.0         14.4.2  node_modules/got                                                                              package-json
gry                                                                              5.0.8                                5.0.8          6.1.0  node_modules/gry                                                                              git-package-json
has-flag                                                                         3.0.0                                3.0.0          5.0.1  node_modules/has-flag                                                                         supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/babel-jest/node_modules/has-flag                                                 supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/create-jest/node_modules/has-flag                                                supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/eslint/node_modules/has-flag                                                     supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/inquirer/node_modules/has-flag                                                   supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jake/node_modules/has-flag                                                       supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/istanbul-lib-report/node_modules/has-flag                                        supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-cli/node_modules/has-flag                                                   supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-circus/node_modules/has-flag                                                supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-diff/node_modules/has-flag                                                  supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-config/node_modules/has-flag                                                supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-each/node_modules/has-flag                                                  supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-matcher-utils/node_modules/has-flag                                         supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-message-util/node_modules/has-flag                                          supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-resolve/node_modules/has-flag                                               supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-runner/node_modules/has-flag                                                supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-runtime/node_modules/has-flag                                               supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-snapshot/node_modules/has-flag                                              supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-worker/node_modules/has-flag                                                supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-validate/node_modules/has-flag                                              supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-util/node_modules/has-flag                                                  supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/jest-watcher/node_modules/has-flag                                               supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/log-symbols/node_modules/has-flag                                                supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/ora/node_modules/has-flag                                                        supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/terser-webpack-plugin/node_modules/has-flag                                      supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/ts-loader/node_modules/has-flag                                                  supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/webpack/node_modules/has-flag                                                    supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/yeoman-environment/node_modules/has-flag                                         supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/@jest/console/node_modules/has-flag                                              supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/@jest/core/node_modules/has-flag                                                 supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/@jest/reporters/node_modules/has-flag                                            supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/@jest/types/node_modules/has-flag                                                supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/@jest/transform/node_modules/has-flag                                            supports-color
has-flag                                                                         4.0.0                                4.0.0          5.0.1  node_modules/@testing-library/jest-dom/node_modules/has-flag                                  supports-color
